Branch Name,Street Address,County,State,Zipcode
sunset and larrabee branch,8844 W SUNSET BLVD,Los Angeles,CA,90069.0
fourth and hope branch,400 SOUTH HOPE ST,Los Angeles,CA,90071.0
jefferson and mcconnell branch,12746 WEST JEFFERSON BLVD,Los Angeles,CA,90094.0
bell-maywood branch,4426 GAGE AVENUE,Los Angeles,CA,90201.0
bell gardens branch,"7220 EASTERN AVENUE, SUITE A",Los Angeles,CA,90201.0
atlantic and bell northgate branch,6801 SOUTH ATLANTIC AVENUE,Los Angeles,CA,90201.0
beverly hills branch,9245 WILSHIRE BOULEVARD,Los Angeles,CA,90210.0
beverly hills - la cienega branch,8500 WILSHIRE BLVD.,Los Angeles,CA,90211.0
wilshire & beverly banking center branch,9465 WILSHIRE BLVD,Los Angeles,CA,90212.0
wilshire & santa monice banking center,9797 WILSHIRE BLVD,Los Angeles,CA,90212.0
alameda and compton blvd branch,251 E COMPTON BLVD,Los Angeles,CA,90220.0
fox hills branch,5670 SEPULVEDA BOULEVARD,Los Angeles,CA,90230.0
jefferson and overland branch,10706 JEFFERSON BOULEVARD,Los Angeles,CA,90230.0
washington and sepulveda branch,4114 SEPULVEDA BLVD,Los Angeles,CA,90230.0
bristol & green valley branch,6201 BRISTOL PKWY,Los Angeles,CA,90230.0
culver city branch,9801 WASHINGTON BLVD,Los Angeles,CA,90232.0
downey firestone branch,8450 FIRESTONE BOULEVARD,Los Angeles,CA,90241.0
downey paramount branch,10200 PARAMOUNT BOULEVARD,Los Angeles,CA,90241.0
lakewood and rosecrans branch,13535 LAKEWOOD BOULEVARD,Los Angeles,CA,90242.0
sepulveda and mariposa branch,550 NORTH SEPULVEDA BLVD,Los Angeles,CA,90245.0
east grand avenue branch,130 E GRAND AV,Los Angeles,CA,90245.0
sepulveda and rosecrans branch,780-A S SEPULVEDA BLVD,Los Angeles,CA,90245.0
rosecrans & douglas banking center branch,2221 ROSECRANS AVENUE,Los Angeles,CA,90245.0
redondo beanch and raymond branch,1301 WEST REDONDO BEACH BLVD,Los Angeles,CA,90247.0
artesia blvd & normandie banking center branch,1310 WEST ARTESIA BLVD,Los Angeles,CA,90248.0
hawthorne main branch,12645 S HAWTHORNE BLVD,Los Angeles,CA,90250.0
hermosa avenue & pier banking center branch,1223 HERMOSA AVENUE,Los Angeles,CA,90254.0
huntington park branch,7141 PACIFIC BOULEVARD,Los Angeles,CA,90255.0
pacific and belgrave branch,5932 PACIFIC BOULEVARD,Los Angeles,CA,90255.0
lynwood branch,3840 MARTIN LUTHER KING JR BLVD.,Los Angeles,CA,90262.0
long beanch & elizabeth branch,10838 LONG BEACH BLVD,Los Angeles,CA,90262.0
malibu branch,29211 HEATHERCLIFF ROAD,Los Angeles,CA,90265.0
manhattan beach blvd branch,201 MANHATTAN BEACH BLVD,Los Angeles,CA,90266.0
sepulveda manhattan beach branch,700 S SEPULVEDA BL,Los Angeles,CA,90266.0
manhattan beach village branch,2600 SEPULVEDA BLVD,Los Angeles,CA,90266.0
manhattan beach blvd and pch branch,"1130 N SEPULVEDA BLVD, STE A",Los Angeles,CA,90266.0
artesia blvd & aviation branch,1727 ARTESIA BLVD,Los Angeles,CA,90266.0
pacific palasades branch,15200 SUNSET BLVD,Los Angeles,CA,90272.0
2209 via anacapa branch,2209 VIA ANACAPA,Los Angeles,CA,90274.0
rolling hills estates branch,27319 HAWTHORNE BLVD,Los Angeles,CA,90274.0
silver spur and beechgate branch,828 SILVER SPUR RD,Los Angeles,CA,90274.0
hawthorne blvd and crest branch,29941 HAWTHORNE BOULEVARD,Los Angeles,CA,90274.0
riviera branch,1600 S PACIFIC COAST HWY,Los Angeles,CA,90277.0
torrance and pch branch,246 SOUTH PACIFIC COAST HIGHWAY,Los Angeles,CA,90277.0
tweedy blvd branch,4240 TWEEDY BOULEVARD,Los Angeles,CA,90280.0
firestone & long beach,"2811 FIRESTONE BLVD, SUITE 101",Los Angeles,CA,90280.0
lincoln blvd branch,1415 LINCOLN BLVD,Los Angeles,CA,90291.0
marina del rey branch,4676 ADMIRALTY WAY,Los Angeles,CA,90292.0
mindanao way & glencoe bnkg ctr brh,13175 MINDANAO WAY,Los Angeles,CA,90292.0
inglewood branch,3520 WEST CENTURY BOULEVARD,Los Angeles,CA,90303.0
crenshaw and imperial branch,11344 CRENSHAW BLVD,Los Angeles,CA,90303.0
arizona ave and 4th street branch,1333 4TH STREET,Los Angeles,CA,90401.0
lincoln and broadway branch,1447 LINCOLN BLVD,Los Angeles,CA,90401.0
wilshire & 7th banking center,"631 WILSHIRE BLVD., SUITE A",Los Angeles,CA,90401.0
brentwood 26th st branch,226 26TH ST,Los Angeles,CA,90402.0
wilshire branch,2701 WILSHIRE BLVD,Los Angeles,CA,90403.0
montana and 7th branch,"625 MONTANA AVENUE, SUITE G",Los Angeles,CA,90403.0
pico and 33rd banking center branch,3250 PICO BOULEVARD,Los Angeles,CA,90405.0
torrance branch,2121 TORRANCE BOULEVARD,Los Angeles,CA,90501.0
west torrance branch,4840 W 190TH ST,Los Angeles,CA,90503.0
torrance del amo branch,21660 HAWTHORNE BOULEVARD,Los Angeles,CA,90503.0
north torrance branch,17200 HAWTHORNE BLVD,Los Angeles,CA,90504.0
hawthrone blvd & 182nd street banking center branch,4373 WEST 182 ND STREET,Los Angeles,CA,90504.0
south torrance financial ctr branch,2750 #B PACIFIC COAST HIGHWAY,Los Angeles,CA,90505.0
pch and crenshaw branch,2549-A PACIFIC COAST HWY,Los Angeles,CA,90505.0
hawthorne and lomita branch,23220 HAWTHORNE BLVD,Los Angeles,CA,90505.0
uptown whittier branch,13103 E. PHILADELPHIA ST.,Los Angeles,CA,90601.0
whittier and sorensen branch,11817 WHITTIER BOULEVARD,Los Angeles,CA,90601.0
whittier branch,15625 EAST WHITTIER BOULEVARD,Los Angeles,CA,90603.0
telegraph & whittier banking center branch,13417 TELEGRAPH RD,Los Angeles,CA,90605.0
buena park branch,7964 BEACH BOULEVARD,Orange,CA,90620.0
buena park - valley view branch,8901 VALLEY VIEW STREET,Orange,CA,90620.0
valley view and la palma branch,5962 LA PALMA AVE,Orange,CA,90623.0
valley view & ball road banking center,10011 VALLEY VIEW STREET,Orange,CA,90630.0
la habra branch,1300 IMPERIAL WAY,Orange,CA,90631.0
la mirada branch,15128 EAST ROSECRANS AVENUE,Los Angeles,CA,90638.0
montebello branch,896 WEST BEVERLY BOULEVARD,Los Angeles,CA,90640.0
wilcox & beverly branch,2200 WEST BEVERLY BLVD,Los Angeles,CA,90640.0
norwalk branch,11618 E. ROSECRANS AVE.,Los Angeles,CA,90650.0
slauson branch,9200 EAST SLAUSON BOULEVARD,Los Angeles,CA,90660.0
pico whittier branch,9125 EAST WHITTIER BOULEVARD,Los Angeles,CA,90660.0
pico rivera washington street banking center,8965 WASHINGTON BOULEVARD,Los Angeles,CA,90660.0
artesia and pioneer branch,"17314 PIONEER BOULEVARD, SUITE A",Los Angeles,CA,90701.0
cerritos branch,13223 SOUTH STREET,Los Angeles,CA,90703.0
cerritos lincoln station branch,11900 SOUTH STREET,Los Angeles,CA,90703.0
bellflower branch,16804 BELLFLOWER BOULEVARD,Los Angeles,CA,90706.0
alondra branch,9054 ALONDRA BOULEVARD,Los Angeles,CA,90706.0
lakewood & artesia stater brothers banking center,17220 LAKEWOOD BLVD,Los Angeles,CA,90706.0
sepulveda and vermont branch,920 SEPULVEDA BOULEVARD,Los Angeles,CA,90710.0
lakewood branch,5059 LAKEWOOD BOULEVARD,Los Angeles,CA,90712.0
del amo branch,4909 LAKEWOOD BOULEVARD,Los Angeles,CA,90712.0
woodruff and south branch,5560 WOODRUFF AVENUE,Los Angeles,CA,90713.0
woodruff & harvey way banking center branch,4229 WOODRUFF AVENUE,Los Angeles,CA,90713.0
los alamitos branch,3502 KATELLA AVENUE,Orange,CA,90720.0
ball & bloomfield,3997 BALL ROAD,Orange,CA,90720.0
paramount branch,15359 PARAMOUNT BLVD,Los Angeles,CA,90723.0
paramount northgate bnk ctr branch,16259 PARAMOUNT BLVD,Los Angeles,CA,90723.0
south pacific ave and 10th branch,1001 SOUTH PACIFIC AVENUE,Los Angeles,CA,90731.0
san pedro - park plaza branch,"980 N WESTERN AVENUE, SUITE A",Los Angeles,CA,90732.0
western and 25th branch,1603 WEST 25TH STREET,Los Angeles,CA,90732.0
seal beach pch branch,801 PACIFIC COAST HWY,Orange,CA,90740.0
seal beach branch,13900 SEAL BEACH BOULEVARD,Orange,CA,90740.0
pch and island branch,317 WEST PACIFIC COAST HIGHWAY,Los Angeles,CA,90744.0
anaheim and avalon,"140 WEST ANAHEIM STREET, SUITE C",Los Angeles,CA,90744.0
carson branch,104 E. SEPULVEDA BLVD,Los Angeles,CA,90745.0
southbay pavilion branch,20710 AVALON BOULEVARD,Los Angeles,CA,90746.0
ocean boulevard branch,401 E. OCEAN BOULEVARD,Los Angeles,CA,90802.0
pine avenue & 3rd street banking center,257 PINE AVENUE,Los Angeles,CA,90802.0
belmont shore branch,5200 EAST SECOND ST,Los Angeles,CA,90803.0
bixby knolls branch,3901 ATLANTIC AVE,Los Angeles,CA,90807.0
bixby heights branch,4526 ATLANTIC AVENUE,Los Angeles,CA,90807.0
carson and cherry branch,2240 EAST CARSON STREET,Los Angeles,CA,90807.0
long beach blvd & 10th street banking center,940 LONG BEACH BLVD,Los Angeles,CA,90813.0
long beach plaza branch,6300 E SPRING STREET,Los Angeles,CA,90815.0
long beach circle center branch,4571 LOS COYOTES DIAGONAL,Los Angeles,CA,90815.0
bellflower & stearns banking center branch,2220 NORTH BELLFLOWER BOULEVARD,Los Angeles,CA,90815.0
altadena branch,2333 NORTH LAKE AVENUE,Los Angeles,CA,91001.0
arcadia branch,60 EAST HUNTINGTON DRIVE,Los Angeles,CA,91006.0
fashion park branch,700 WEST HUNTINGTON DRIVE,Los Angeles,CA,91007.0
duarte branch,1000 HUNTINGTON DRIVE,Los Angeles,CA,91010.0
la canada/funtridge branch,749 FOOTHILL BOULEVARD,Los Angeles,CA,91011.0
monrovia branch,102 W FOOTHILL BOULEVARD,Los Angeles,CA,91016.0
huntington drive and monterey branch,690 WEST HUNTINGTON DRIVE,Los Angeles,CA,91016.0
montrose branch,2314 HONOLULU AVE,Los Angeles,CA,91020.0
sierra madre branch,25 WEST SIERRA MADRE BOULEVARD,Los Angeles,CA,91024.0
south pasadena branch,1305 FAIR OAKS AVENUE,Los Angeles,CA,91030.0
tujunga branch,6589 FOOTHILL BOULEVARD,Los Angeles,CA,91042.0
pasadena main branch,860 EAST COLORADO BOULEVARD,Los Angeles,CA,91101.0
orange grove and fair oaks branch,675 N FAIR OAKS AVE,Los Angeles,CA,91103.0
pasadena allen branch,1845 EAST WASHINGTON BOULEVARD,Los Angeles,CA,91104.0
colorado & arroyo parkway banking center branch,132 EAST COLORADO BOULEVARD,Los Angeles,CA,91105.0
fair oaks & california banking center branch,576 SOUTH FAIR OAKS AVENUE,Los Angeles,CA,91105.0
pasadena east branch,2670 EAST COLORADO BOULEVARD,Los Angeles,CA,91107.0
hastings ranch branch,3870 EAST FOOTHILL BOULEVARD,Los Angeles,CA,91107.0
colorado and sierra madre branch,"2345 EAST COLORADO BOULEVARD, SUITE 160",Los Angeles,CA,91107.0
san marino branch,2270 HUNTINGTON DRIVE,Los Angeles,CA,91108.0
huntington & san gabriel banking center branch,2998 HUNTINGTON DRIVE,Los Angeles,CA,91108.0
brand blvd branch,620 NORTH BRAND BOULEVARD,Los Angeles,CA,91203.0
colorado & central banking center branch,224 WEST COLORADO STREET,Los Angeles,CA,91204.0
glendale ave branch,500 N GLENDALE AVE,Los Angeles,CA,91206.0
la crescenta branch,2963 FOOTHILL BOULEVARD,Los Angeles,CA,91214.0
agoura hills office branch,5695 KANAN ROAD,Los Angeles,CA,91301.0
parkway branch,23703 CALABASAS ROAD,Los Angeles,CA,91302.0
mulholland hwy & freedom bking ctr branch,22233 MULHOLLAND HIGHWAY,Los Angeles,CA,91302.0
canoga park branch,21901 SHERMAN WAY,Los Angeles,CA,91303.0
topanga canyon branch,6633 TOPANGA CANYON BOULEVARD,Los Angeles,CA,91303.0
west hills branch,6400 PLATT AVENUE,Los Angeles,CA,91307.0
chatsworth branch,10370 MASON AVENUE,Los Angeles,CA,91311.0
encino main branch,17107 VENTURA BOULEVARD,Los Angeles,CA,91316.0
newbury park branch,461 S RENO RD.,Ventura,CA,91320.0
ventu and hillcrest branch,500 NORTH VENTU PARK ROAD,Ventura,CA,91320.0
23402 w lyons ave branch,23402 W LYONS AVE,Los Angeles,CA,91321.0
via princessa branch,26901 SIERRA HWY,Los Angeles,CA,91321.0
university northridge branch,9055 RESEDA BLVD,Los Angeles,CA,91324.0
devonshire street branch,18601 DEVONSHIRE STREET,Los Angeles,CA,91324.0
northridge plaza branch,19500 PLUMMER STREET,Los Angeles,CA,91324.0
balboa & devonshire banking center branch,10207 BALBOA BLVD,Los Angeles,CA,91325.0
porter ranch branch,19837 RINALDI STREET,Los Angeles,CA,91326.0
laurel canyon and osborne branch,"9745 LAUREL CANYON BOULEVARD, SUITE B",Los Angeles,CA,91331.0
woodman and osborne branch,9043 WOODMAN AVE,Los Angeles,CA,91331.0
reseda branch,19323 VICTORY BLVD,Los Angeles,CA,91335.0
tampa and saticoy branch,19315 SATICOY STREET,Los Angeles,CA,91335.0
402 south brand blvd branch,402 SOUTH BRAND BLVD,Los Angeles,CA,91340.0
woodworth and workman,745 SOUTH WORKMAN STREET,Los Angeles,CA,91340.0
sylmar branch,13750 FOOTHILL BLVD,Los Angeles,CA,91342.0
north hills sepulveda branch,9154 SEPULVEDA BLVD,Los Angeles,CA,91343.0
balboa branch,11160 BALBOA BLVD,Los Angeles,CA,91344.0
chatsworth street branch,17900 CHATSWORTH STREET,Los Angeles,CA,91344.0
mission hills branch,10348 N. SEPULVEDA BLVD.,Los Angeles,CA,91345.0
saugus branch,26500 BOUQUET CANYON ROAD,Los Angeles,CA,91350.0
laurel canyon branch,8301 LAUREL CANYON BLVD,Los Angeles,CA,91352.0
vineland branch,8040 VINELAND AVENUE,Los Angeles,CA,91352.0
summerhill ln and mcbean pkwy branch,23910 SUMMERHILL LANE,Los Angeles,CA,91354.0
mcbean parkway branch,25882 MCBEAN PARKWAY,Los Angeles,CA,91355.0
valencia main branch,24000 VALENCIA BOULEVARD,Los Angeles,CA,91355.0
newhall branch,28194 NEWHALL RANCH ROAD,Los Angeles,CA,91355.0
magic mountain and mcbean pkwy branch,27057 MCBEAN PKWY,Los Angeles,CA,91355.0
tarzana branch,18705 VENTURA BLVD,Los Angeles,CA,91356.0
ventura blvd and calvin branch,19436 VENTURA BLVD.,Los Angeles,CA,91356.0
west hillcrest drive branch,148 WEST HILLCREST DRIVE,Ventura,CA,91360.0
janss and moorpark branch,1678 MOORPARK RD,Ventura,CA,91360.0
westlake village branch,248 HAMPSHIRE RD,Ventura,CA,91361.0
aguroa & westlake boulevard banking center branch,"1014 SOUTH WESTLAKE BOULEVARD, SUITE 18",Ventura,CA,91361.0
east thousand oaks blvd branch,3960 E THOUSANDOAKS BLVD,Ventura,CA,91362.0
avenida de los arboles and erbes branch,2072 AVENIDA DE LOS ARBOLES,Ventura,CA,91362.0
ventura woodland hills branch,22001 VENTURA BOULEVARD,Los Angeles,CA,91364.0
winnetka woodland hills branch,20040 VENTURA BOULEVARD,Los Angeles,CA,91364.0
desoto and ventura branch,20900 VENTURA BLVD,Los Angeles,CA,91364.0
stevenson ranch branch,25880 THE OLD ROAD,Los Angeles,CA,91381.0
castaic village branch,31814 CASTAIC ROAD,Los Angeles,CA,91384.0
canyon country branch,16520 WEST SOLEDAD CANYON RD,Los Angeles,CA,91387.0
van nuys branch,6300 VAN NUYS BLVD.,Los Angeles,CA,91401.0
van nuys blvd & burbank center branch,5555 VANS NUYS BOULEVARD,Los Angeles,CA,91401.0
panorama city branch,8450 VAN NUYS BLVD,Los Angeles,CA,91402.0
noble & ventura banking center,15100 VENTURA BOULEVARD,Los Angeles,CA,91403.0
sepulveda and sherman way branch,7108 SEPULVEDA BLVD,Los Angeles,CA,91405.0
lake balboa branch,17200 SATICOY STREET,Los Angeles,CA,91406.0
victory and sepulveda branch,15249 VICTORY BOULEVARD,Los Angeles,CA,91411.0
ventura blvd and colbath branch,13949 VENUTRA BOULEVARD,Los Angeles,CA,91423.0
sherman oaks riverside drive branch,14111 RIVERSIDE DRIVE,Los Angeles,CA,91423.0
havenhurst branch,16437 VENTURA BOULEVARD,Los Angeles,CA,91436.0
ventura blvd & gloria avenue banking center branch,15903 VENTURA BOULEVARD,Los Angeles,CA,91436.0
first street burbank branch,100 NORTH FIRST STREET,Los Angeles,CA,91502.0
north san fernando blvd branch,840 NORTH SAN FERNANDO BOULEVARD,Los Angeles,CA,91502.0
west magnolia blvd branch,3521 WEST MAGNOLIA BOULEVARD,Los Angeles,CA,91505.0
west alameda ave branch,"1030 WEST ALAMEDA AVENUE, SUITE D-13",Los Angeles,CA,91506.0
olive & verdugo banking center,1551 WEST OLIVE AVENUE,Los Angeles,CA,91506.0
north hollywood arts district branch,10930 MAGNOLIA BLVD,Los Angeles,CA,91601.0
universal branch,4455 LANKERSHIM BLVD,Los Angeles,CA,91602.0
riverside & ponca banking center branch,10050 RIVERSIDE DRIVE,Los Angeles,CA,91602.0
studio city branch,12051 VENTURA BOULEVARD,Los Angeles,CA,91604.0
north hollywood branch,6400 LAUREL CANYON BLVD,Los Angeles,CA,91606.0
rancho cucamonga branch,8730 19TH ST.,San Bernardino,CA,91701.0
baseline & haven banking center branch,10598 BASELINE ROAD,San Bernardino,CA,91701.0
azusa branch,1188 E ALOSTA AVE,Los Angeles,CA,91702.0
foothill & san gabriel banking center,150 W. FOOTHILL BLVD,Los Angeles,CA,91702.0
baldwin park branch,14483 EAST RAMONA BOULEVARD,Los Angeles,CA,91706.0
chino hills branch,4200 CHINO HILLS PARKWAY,San Bernardino,CA,91709.0
peyton drive branch,13011 PEYTON DRIVE,San Bernardino,CA,91709.0
chino hills banking center branch,14250 CHINO HILLS PKWY,San Bernardino,CA,91709.0
chino - towne center branch,12193 CENTRAL AVE,San Bernardino,CA,91710.0
euclid ave branch,"7033 SCHAEFER AVE, 1A",San Bernardino,CA,91710.0
grand & roswell banking center branch,3800 GRAND AVENUE,San Bernardino,CA,91710.0
claremont branch,400 NORTH INDIAN HILL BOULEVARD,Los Angeles,CA,91711.0
indian hill & auto center drive banking center,855 SOUTH INDIAN HILL BLVD,Los Angeles,CA,91711.0
foothill & mountain banking center,805 WEST FOOTHILL BLVD,Los Angeles,CA,91711.0
milliken ave and foothill branch,8108 MILLIKEN AVENUE,San Bernardino,CA,91730.0
el monte branch,11001 EAST VALLEY MALL,Los Angeles,CA,91731.0
lower azusa & santa anita banking center,4749 SANTA ANITA AVENUE,Los Angeles,CA,91731.0
garvey and valley branch,12039 VALLEY BOULEVARD,Los Angeles,CA,91732.0
archibald & 19th banking center,9700 19TH STREET,San Bernardino,CA,91737.0
east glendora branch,1905 EAST ROUTE 66,Los Angeles,CA,91740.0
la puente branch,925 NORTH HACIENDA BLVD,Los Angeles,CA,91744.0
hacienda heights branch,17160-D COLIMA ROAD,Los Angeles,CA,91745.0
la verne branch,"2086 FOOTHILL BLVD., SUITE B",Los Angeles,CA,91750.0
mira loma - eastvale branch,6060 HAMNER AVE,Riverside,CA,91752.0
monterey park branch,459 SOUTH ATLANTIC BOULEVARD,Los Angeles,CA,91754.0
south ontario branch,2633 E RIVERSIDE DR,San Bernardino,CA,91761.0
mountain & 4th banking center branch,1070 NORTH MOUNTAIN AVENUE,San Bernardino,CA,91762.0
montclair plaza branch,9133 CENTRAL AVE,San Bernardino,CA,91763.0
diamond bar branch,1100 S DIAMOND BAR BLVD,Los Angeles,CA,91765.0
golden springs branch,334 SOUTH DIAMOND BAR BOULEVARD,Los Angeles,CA,91765.0
diamond bar blvd & cold springs,2717 SOUTH DIAMOND BAR BLVD,Los Angeles,CA,91765.0
pomona branch,100 WEST SECOND STREET,Los Angeles,CA,91766.0
garey and philadelphia food 4 less,2090 SOUTH GAREY AVENUE,Los Angeles,CA,91766.0
foothill and garey branch,110 E FOOTHILL BLVD,Los Angeles,CA,91767.0
san dimas branch,1198 VIA VERDE,Los Angeles,CA,91773.0
arrow hwy & lone hill avenue banking center,1001 WEST ARROW HWY,Los Angeles,CA,91773.0
san gabriel branch,120 WEST LAS TUNAS DRIVE,Los Angeles,CA,91776.0
temple city camellia branch,9647 E. LAS TUNAS DR.,Los Angeles,CA,91780.0
temple city branch,8905 LAS TUNAS DRIVE,Los Angeles,CA,91780.0
upland - colonies crossroads branch,"1905 NORTH CAMPUS AVE,",San Bernardino,CA,91784.0
upland branch,31 WEST FOOTHILL BOULEVARD,San Bernardino,CA,91786.0
la puente & lemon banking center branch,300 NORTH LEMON AVENUE,Los Angeles,CA,91789.0
west covina branch,100 SOUTH VINCENT AVENUE,Los Angeles,CA,91790.0
citrus & workman bking ctr branch,2800 EAST WORKMAN AVENUE,Los Angeles,CA,91791.0
azusa and rowland branch,455 NORTH AZUSA AVENUE,Los Angeles,CA,91791.0
alhambra valley blvd branch,401 EAST VALLEY BOULEVARD,Los Angeles,CA,91801.0
alhambra - main street branch,808 E MAIN STREET,Los Angeles,CA,91801.0
main & raymond banking center branch,2121 WEST MAIN STREET,Los Angeles,CA,91801.0
main & 5th alhambra banking center,"410 WEST MAIN STREET, SUITE 330",Los Angeles,CA,91801.0
atlantic & valley banking center branch,1000 WEST VALLEY BOULEVARD,Los Angeles,CA,91803.0
alpine branch,1271 TAVERN ROAD,San Diego,CA,91901.0
bonita branch,4500 BONITA ROAD,San Diego,CA,91902.0
terra nova branch,330 EAST H STREET,San Diego,CA,91910.0
h street branch,501 H STREET,San Diego,CA,91910.0
telegraph canyon branch,503 TELEGRAPH CANYON ROAD,San Diego,CA,91910.0
bonita point plaza branch,770 OTAY LAKES RD,San Diego,CA,91910.0
chula vista naples branch,1120 BROADWAY,San Diego,CA,91911.0
east palomar and medical center branch,605 EAST PALOMAR STREET,San Diego,CA,91911.0
chula vista-eastlake terraces branch,2121 OLYMPIC PKWY,San Diego,CA,91915.0
otay lakes and eastlake pkwy branch,2245 OTAY LAKES ROAD,San Diego,CA,91915.0
imperial beach branch,1100 PALM AVE,San Diego,CA,91932.0
la mesa branch,4791 SPRING STREET,San Diego,CA,91941.0
grossmont branch,5505 GROSSMONT CTR DR,San Diego,CA,91942.0
national city branch,1130 PLAZA BLVD STE 102,San Diego,CA,91950.0
spring valley branch,619 SWEETWATER RD,San Diego,CA,91977.0
grand and madison branch,699 GRAND AVE,San Diego,CA,92008.0
el camino real and marron branch,2580 EL CAMINO REAL,San Diego,CA,92008.0
la costa branch,"6985 EL CANINO REAL, SUITE 101",San Diego,CA,92009.0
bressi ranch banking center branch,2663 GATEWAY ROAD,San Diego,CA,92009.0
la costa town square baranch,3340 VIA MERCATO,San Diego,CA,92009.0
palomar airport branch,2219 PALOMAR AIRPORT ROAD,San Diego,CA,92011.0
poinsettia village bnkg ctr branch,7176 AVENIDA ENCINAS,San Diego,CA,92011.0
del mar branch,2770 VIA DE LA VALLE,San Diego,CA,92014.0
rancho san diego east branch,2644 JAMACHA ROAD,San Diego,CA,92019.0
el cajon branch,866 NORTH JOHNSON AVENUE,San Diego,CA,92020.0
avocado and chase branch,1133 AVOCADO BLVD,San Diego,CA,92020.0
el cajon east branch,1790 EAST MAIN STREET,San Diego,CA,92021.0
encinitas branch,105 NORTH EL CAMINO REAL,San Diego,CA,92024.0
el camino real & leucadia banking center,1080 NORTH EL CAMINO REAL,San Diego,CA,92024.0
escondido branch,150 N CENTRE CITY PARKWAY,San Diego,CA,92025.0
escondido south branch,325 WEST FELICITA AVENUE,San Diego,CA,92025.0
del norte branch,326-C W EL NORTE PKWY,San Diego,CA,92026.0
escondido valley parkway bnkg ctr br,1401 EAST VALLEY PARKWAY,San Diego,CA,92027.0
fallbrook branch,1091 SOUTH MISSION ROAD,San Diego,CA,92028.0
la jolla downtown branch,7777 GIRARD AVENUE,San Diego,CA,92037.0
la jolla village center branch,8807 VILLA LA JOLLA DRIVE,San Diego,CA,92037.0
birdrock banking center,5605 LA JOLLA BLVD,San Diego,CA,92037.0
lakeside branch,9558 WINTERGARDENS BOULEVARD,San Diego,CA,92040.0
oceanside branch,801 MISSION AVENUE,San Diego,CA,92054.0
oceanside & state tree banking center branch,1710 OCEANSIDE BOULEVARD,San Diego,CA,92054.0
oceanside branch,4147 OCEANSIDE BOULEVARD,San Diego,CA,92056.0
college bridge branch,615 COLLEGE BOULEVARD,San Diego,CA,92057.0
mission ave branch,3748 MISSION AVE,San Diego,CA,92058.0
poway branch,12380 POWAY ROAD,San Diego,CA,92064.0
ramona branch,1467 MAIN STREET,San Diego,CA,92065.0
rancho santa fe branch,6041 LA FLECHA,San Diego,CA,92067.0
santee branch,10 TOWN CENTER PKWY,San Diego,CA,92071.0
solana beach branch,607 LOMAS SANTA FE,San Diego,CA,92075.0
san marcos branch,348 S. TWIN OAKS VALLEY ROAD,San Diego,CA,92078.0
west san marcos branch,"1921 WEST SAN MARCOS STREET, SUITE 170",San Diego,CA,92078.0
san elijo road banking ctr branch,1705 SAN ELIJO ROAD,San Diego,CA,92078.0
vista/melrose branch,1641 SOUTH MELROSE DRIVE,San Diego,CA,92081.0
vista stater brothers bnk ctr branch,780 SYCAMORE AVENUE,San Diego,CA,92083.0
university and sycamore branch,1810 UNIVERSITY DRIVE,San Diego,CA,92083.0
985 e vista way branch,985 E VISTA WAY,San Diego,CA,92084.0
university of california-san diego l,"9700 GILMAN DRIVE, PMB 275",San Diego,CA,92093.0
first and broadway branch,101 WEST BROADWAY,San Diego,CA,92101.0
san diego little italy branch,1415 INDIA ST,San Diego,CA,92101.0
broadway and 7th branch,"707 BROADWAY, SUITE 1",San Diego,CA,92101.0
san diego hillcrest branch,3800 FIFTH AVENUE,San Diego,CA,92103.0
park west branch,2551 5TH AVENUE,San Diego,CA,92103.0
washington & dove banking center,365 WEST WASHINGTON,San Diego,CA,92103.0
north park branch,3921 30TH STREET,San Diego,CA,92104.0
city heights branch,4440 WIGHTMAN AVENUE,San Diego,CA,92105.0
rosencrans branch,1740 ROSECRANS STREET,San Diego,CA,92106.0
ocean beach branch,1881 SUNSET CLIFFS BLVD,San Diego,CA,92107.0
mission valley branch,5111 MISSION CENTER RD.,San Diego,CA,92108.0
pacific beach branch,1000 GARNET AVENUE,San Diego,CA,92109.0
mission bay drive branch,4650 MISSION BAY DRIVE,San Diego,CA,92109.0
midway drive branch,3609 MIDWAY AVENUE,San Diego,CA,92110.0
clairemont branch,5825 BALBOA AVE.,San Diego,CA,92111.0
gateway center drive branch,4415 IMPERIAL AVENUE,San Diego,CA,92113.0
college center branch,4627 COLLEGE AVENUE,San Diego,CA,92115.0
college grove branch,3490 COLLEGE AVENUE,San Diego,CA,92115.0
kensington branch,4078 ADAMS AVE,San Diego,CA,92116.0
san diego - clairemont square branch,4723 B CLAIREMONT DR,San Diego,CA,92117.0
coronado branch,1000 ORANGE AVENUE,San Diego,CA,92118.0
san carlos branch,8850 NAVAJO ROAD,San Diego,CA,92119.0
mission gorge branch,6116 MISSION GORGE ROAD,San Diego,CA,92120.0
san diego - sorrento valley branch,9450 SCRANTON RD,San Diego,CA,92121.0
university city branch,4111 GOVERNOR DRIVE,San Diego,CA,92122.0
kearny mesa branch,5303 RUFFIN ROAD,San Diego,CA,92123.0
tierrasanta branch,10505 TIERRASANTA BOULEVARD,San Diego,CA,92124.0
mira mesa branch,8222 MIRA MESA BOULEVARD,San Diego,CA,92126.0
mira mesa & maribury bnkg ctr branch,9025 MIRA MESA BLVD,San Diego,CA,92126.0
